Comments,Labels
Diana Prosper penan confinement a maurice dutout .,0
"Ange Lie Banela travay dans 15, 16 et 17 meme ou en dehors?",0
"Miven Davissen Daniel enan travail ebene ,certain a port louis",0
Abdool Rakman Sa quantiter loto ek motocyclette qui lor chemin cot moi. Bisin enregistrer sa pou croire si non pas gagne croire,0
Miven Davissen Daniel meme dans ca bnes zones rouges la aussi pe travail,0
Saa'rah Doolaur mo croire avec wap gagne droit work,0
Ange Lie oui avec WAP,0
Ange Lie oui oun bien dire zis pou nom li konfimam,0
Tipol oui exactement,0
"Kot nous, tou dimoune kav travail si li fini fer l vaccin...",0
Abdool Rakman b oui bane dimoune pe ALE travail normalement,0
Zis la foire ki pena,0
Ban merchant la cuma pu vivre,0
Ange Lie eh wie queen c vraie,0
Ange Lie oui nou mm p travaille pa facile sa zot fr nou srti dan 1 problème coumsa et ler la cannot pa trop loin avec nou,0
"Pli bans la pou laisse Dimoune sorti, pli nous pou gagne Cas encore..
Ki p attane pou met sa Couonad ""ÉTAT D'URGENCE"" la ???
L'économie dja à l'arrêt..
Alors, tant ki pou laisse Service essentiel operate et bans ti copain ki ena WAP, ena pena aussi p travail, b quand sa pou arrêter...

Le 25 la ti bizin un deadline pou acheter zot provision..
Le 25 met ÉTAT D'URGENCE pou 15 jours.. Persone pas sorti,partou fermer zis Lhopital ek clinic....
Pena lote solution...
Sinon tire Confinement la nous vivre are Covid la...",0
Oliver Jennifer Lys 👍,0
Oliver Jennifer Lys très vrai. On en a marre.,0
"Oliver Jennifer Lys
Exactement",0
Oliver Jennifer Lys sameme ti bizin fer,0
Mais combien de personnes ont plus le covid dans les 153 ???? C est bien de dire 153 cas faut aussi dire combien ont plus dans les 153 !!!,0
Lelendou Rose bien dis car ils disent cas positive mais cas grave ou en réanimation on a pas entendu.jespere . qu'ils n'ya pas .cest une bonne question .👍,0
"Bane cas la kuma dir 🦔🦔 ek 🦇🦇 zot sorti zis a soir... lerla 17hr30 kan li kozé li dir... ""nou fer tant test et a lheure actuel kan mo p koz ar ou pena oken cas""",0
Yanick Eleonore bien dire sa🤣🤣🤣🤣🤣,0
Yanick Eleonore your absoluty right 😂,0
Yanick Eleonore ouii c vrai mm chanT tout les jours moi mo aret ecoute sa moi,0
Resultat ban tests kine fer laveille sa??,0
Youvraj Potheegadoo apparemment,0
"Nu geut n kut si jagatpoil pu vin dir zordi sipa hier soir fine ramas plis ki 40 dimoun fine met en 40/1 dpi canot,",0
Ziska zordi pas pe capave vine dire sa patient zero la. Si gagne banne cas dans quarantaine mo daccord mais quand pe continuer gagne cas dans la communauté la li ene probleme parski bisin ena ene dimoune qui pe spread sa dans la communauté.,0
Sekter agriculture planter bizin prepare zot terrain. Mechanization terrain n service essentiel nou minis pakon sa li parski li met kravat asize Dan buro. Bientot zot pu dir bizin importe pli bouku legume. Viv lile morice.,0
"Public pas pe respecter lock down, pou rest gagner sa",0
Naimuddin Ansari bien dir..,0
Naimuddin Ansari b dir mw kot monn fotttte,0
Li pa neccessaire bane dimoune pa pe respecter lockdown cest a travers contact tracing pe gagne bane cas la,0
Naimuddin Ansari yes it's true,0
Cas en dehors quarantaine li bien grave sa veut dire virus la p capave contamine ancore dimoune en dehors,0
"Sheik Hussein
Malheureusement c'est pas demain la veille qu'on va résoudre le problème",0
Dan goodland perna lockdown ena dimun p van dilain kari tu...si mo pa rente dan fb mo pa pu rapel ki ena lockdown,0
Prëët Gëëț mo p Vin res goodlands mww... 😂,0
Vini coco surtu ena dimun ki pu pli content ki moi si vraimem to vini,0
Sha Heena,0
La foi passer dimoun ti pli vigilant et concerner cet foissi zot p pran li normal.May b u.become wise after the event but still the danger is here.Pa badine ar sa pense ou fami en general.,0
"Vedmika Ghurburrun zot p atane ene mort, lerla zot pou comprends!!!",0
"Marie Syl
Je pense aussi",0
Vedmika Ghurburrun la fois passer ti lockdown 1 mois dan la caze....deziem la coumadire gamate dehors...p travaille tous normal ena supermarché pas p servi metod alphabet narien....si coumsa pu détériorer ...bien chagrin en tou ka...,0
Cas la pu ress augmenter mm parski ena fancy fair partou....si ti met 1 vrai lockdwn 2 semaine nu tou ti pu sortir de la mais malheureusement nu ban expert kon zt travail,0
"Shammir Peerbocus
Exactement",0
Shammir Peerbocus bien dir sa,0
Shammir Peerbocus ouai vraie.,0
Shammir Peerbocus alor 2 semain total lockdwn..dimun ki ramass salter la pa pu travail..la police em p gagne virus ..sa planteur ki ena legum la less li fer deficit..c ki ena farm vache less zt mor..c ki travay da pharmacy plito ferm li..1700 dimun da quarantaine pa bizin travailer pu. guet zt ? mo res da londre mon res 1 an da lockdown..dimun ki ena pu travail bizin continuer travail..,0
Shammir Peerbocus cest pas ene kestion Fanny fair sa li ene question de sa patient zero la ki sanla sa ki faire gouvernement pas pe dire nou.,0
Shammir Peerbocus sa 1 coze pa coze zin coumadir fet lor chemin partou,0
"Gilbert Laguette
Sa mo pa pu kpv reponn ou lor la...nu ena ban ministre ki bien qualifiE ici ek tou zot dirigreant imcompetant kma zot mm....nu ti dimun alle bez mort kmsa mm,geT ki ou envi fr mais sa pa zot prblm",0
"Joomun Salim
En touka mo pa p flatter zin,kot mw le nord tire chapo....dimun la p respectE sa confinnmwnt la et tou zafr p mars dan lord....semaine prochaine kan zafr la pu vin pli explosif lerla mo ava get ban grand laguel la ki pu dir....2 semaine sacrifice pa p kpv fr mai zot p envi sa confinnment la prolongE zska fin may pu ki zot yen craze bien..",0
Shammir Peerbocus kot mw crk,0
Contract tracing p kass record...enfin bien chagrinant bne cas la pa p diminuE mm seulmt😓😓😓😓😓😓,0
"Sorry avec tou les respect ki mo ena pou bans Mauriciens, mais Eski ena LOCKDOWN dans Mahebourg ???",0
Oliver Jennifer Lys pa zis Mahebourg bcp places coumsa.,0
Oliver Jennifer Lys moi mo habit mahebourg nom ditou pena lockdown dan mahebourg,0
A vacoas c a c calme hier la police ti p passer p coz dans haut parleur pou dimoune rentre la case ..,0
"Sideven Subban Mari sa.. Ena pas met masque tou.. Enfin, bcp pas responsable..",0
Omg !quand sa pu fini !,0
Faut vivre avec .travaille avec car cest un virus invisible on peut attraper nimporte ou nimporte quand. Prenez soins et precaution. Oublie le vivre normal. Oubli pas les masque .courage a toutes et a tous 👍🙂,0
"Ornela Moothien
Le problème c'est que beaucoup de personnes le prennent à la légère
Ils en font des blagues même
Rien de voir comment ils portent leurs masques, ça mérite bonne réflexion",0
Ti bizin ferm un peu jour complet sa,0
Sory pu dir zot sa...mais ena lta dimune sans compren...zot fer cumadir pna lockdown ditu ...p cas poz lor chemin avec zot bn cam p met dialogue....ena p group marC partu partu...l journey to truV dimun p al laboutik...cumadir tu normal pu zot....cuma to le nu control virus la si 1ta dimun pa p copere...ek lor la p don wap di pain di beur...mo pa dir wap la pa bon..mais ena dimun abiZ lor la..penkor tro tard si tu dimun copere..prn zot precotion et bn mesieur saniter...nu pu cpv combat li...mais tu res a voir..,0
"Av Ish
Banne sans comprend",0
there should have been a serious lock down for two weeks but I think the decision makers are not up to level. it's not a the pandemic for the second time and only the poor people are being penalized,0
This will continue till full lock down. This confinement is not respectfully done the way it should be done. Very sad.,0
Reena Joggessur two more weeks,0
Eski dan port louis ena confinement.. 🤔🤔Tt dimun lor chemin sans masque..,0
Rouksaar Futloo non,0
Rouksaar Futloo to Dan's la France. To conne dimoune pas pe met mask Dan's maurice.,0
Kamal Khan pcq m Dan port louis Maurice. Saki m p trver m p Dir OK,0
Ti dimoune p penalizé péna wap pu travail ceki ena wap p vané partou ici dimoune p marché normal comsi péna lock down p cas poz dan la croisé en group après kan virus pu propagé pu dir dimoune en dehor kine amen sa,0
Nou manz margoz ensam aster. Parski minis ti coner depuis le premier fevrier et li mem ti pe encouraz tou kalite regroupment partou. Chapeau a tous sa ban dimoun qui ti pe al chauffe chaise et tap la mains,0
alor 2 semain total lockdwn..dimun ki ramass salter la pa pu travail..la police em p gagne virus ..sa planteur ki ena legum la le ss li fer deficit..c ki ena farm vache less zt mor..c ki travay da pharmacy plito ferm li..1700 dimun da quarantaine pa bizin travailer pu. guet zt ? mo res da londre mon res 1 an da lockdown..dimun ki ena pu travail bizin continuer travail..,0
P zis Gagne Cas. Mais zotte la santer?,0
And are also leaving red zone for another region.Travail oblige.,0
Brigitte Raymond oui moi aussi je trouve inutile d'isoler cet zone....! malgrer l'isolement île continue à être infecter dautre part ailleurs 🤔❓,0
"Même Chimp n'est pas tombé dans ce piège😁, il vous dit; les gars, La peur c'est ça votre virus, vous avez oublié que ça fait une décennie que l'humain cohabite, bactéries/ Virus y en a toujours eu et ça n'a pas empêcher l'humain de vivre! Vous avez un système immunitaire l'oubliez pas. Le masque à longue durée affaibli votre système immunitaire ( faites le rapprochement) Les traitements naturels ( tisane gingembre citron miel) il y en a pas le besoin d'être piquser! Il y a des traitements médicamenteux adéquat sérieusement aller chercher les informations par vous même donnez vous le droit de penser par vous même !",0
"Bonjour. Je vois que cela augmente. Nous aussi, pour l'instant nous attendons les info. sûrement un reconfinement pour les 3 régions. Bon courage et bonne journée.🙂",0
Partou cuma dir fancy fair marchand roti tou p ouvert sa mm pa pu fini avk sa bn cas la,0
Combien de graves ou en rea.resultats y a pas .cas positive mais cas grave combien .jespere qu'ils na pas,0
En quarantaine après combien de jours ? Ou ceux qui viennent de rentrer en quarantaine hier ?,0
Pu gangne dimoun +ve zis ban ki lor 40ten et contact tracing coz la plupart asymptomatic.,0
Mais quarantine la.pas local sa,0
No it’s not true there are some areas in Mauritius in red they can’t even go out . No transportation either,0
Ti bien dr. Covid la 1loup garou li attack juste la nuit,0
Ouff fatigue r sa ..dimoune respect lock down svp,0
Faire le positive mais les améliorations ONS ne parle pas .donne des nouvelles des autres pouffes.,0
"There ain't any lockdown ! So many people are attending work in Red zone area !
Employees are coming from different region of the island , to WORK IN RED ZONE AREA !
If this is a good Logic ?",0
Linda Douce pas facile !,0
"Vaccinated people could potentially still get COVID-19 and spread it to others.So masking up and social distancing remains critical.

Les personnes vaccinées pourraient potentiellement encore attraper le COVID-19 et le propager à d'autres.Par conséquent, le masquage et la distanciation sociale restent essentiels.",0
Don Abe agree,0
Don Abe mais cela nous le savons les personnes vaccinés sont toujours contagieuse c’est rien de nouveau,0
Christine Lanari Lucky you...not all people know that..!,0
"Don Abe 100% vrai .
Et si on ne sort pas pour rien d'aller à gauche a droite. Seulement quand il faut sortir a maintenir trs distanciation et masque meme sans vaccin nous vaincrons le covid19.",0
"Hier kan pan tan nouvo cas banla dir krk fr bal mais voila ban frere li pa sa facil ki zot p penser la
Sa ban dimoun ki p trvy face to face r sa ban dimoun la ki pou kone soufrane lorla si ena en bb dans lakaz",0
Nek p donne chiffre toulezour mais zero information important,0
Combien sont gueri????? Sa fait deja 2 semaines,0
Lockdown ahhhh.. dimoune ine prend li à la légère aster. Badinaz net.. l'habitude ici sa.,0
Moi ausi mo pas trouve ki ena lock dow paski beaucou dimoune pe sortie,0
Si par contact tracing sa veu dir virus la li bien pe promener dehors,0
Tout services in vine essentiel dapres déroulement 🥴,0
Akz samem ban cki zot fami Dan 40 pa sorti reste Dan zot lacaz,0
Morisiens including banne agés p assize en bas la boutique p raconte histoire,0
Zzasif Oume partou dimoun p cerculat normal,0
Vanishta Purran exactly wat the use of lockdown,0
Zzasif Oume mari bez pa ko et ki ministre la p atan pu met li en total 2 semaine zis pu dimuniet sa zone rouge p gagne WAP pu travail tou p fer port a port p vendre du pai,0
Bisarre l'année dernière ti ena guerisons lor guerison la 1 guerit pas encore tanD.. 🤔,0
Thierry Tabelle kan pres pou tire lockdown deux jour avant lerla pou coumence tende guerison miracle bro🤣🤣beaucoup pou guerit lerla kuma pas conner🤦,0
Local la cot sa dire,0
Jason Khalifa pourquoi c'est rigolo?,0
Qui déroulé sa prime number odd number sa,0
Raj Mastermind net hahaha,0
"Contract tracing pou arrive zisca 250 cas ou plis parki dan la prière ti invite 250 dimoune alors pou gagne encore cas tou les jour
Ki bondié donne tou sa bane dimoune la zot la santé",0
Dan cnt ena 2 dimoune rest canot p vine travail 1 la dne so zenfant dan quarantine ki to pou dire,0
"Naziah Panchoo mwa mo dir bizin retourne zot lakaz pa bizin fr zot trvl, Sinon zot cpv infecter nu e aster nu ki bizin prnd sa vin lakaz partage sa avk nu ban fami,",0
mo.pa compren kifr le matin ki ggn bane cas.le soir li dir pena oken cas.ki déroule sa,0
Wendy Etrange Ena mardaille 😘,0
Wendy Etrange kot Ena foté la,0
Danny Marie 😂,0
Kan ou get tout dimoune lo chmain Inna fine sou unna p ale faire programme virus la p cantan conpou coumance mort leur la pou panique virus la pou gagner 1 award,0
Pfffff quan pou fini p leve r sock tou les jours Dieu seul sais qui p derouler,0
Corinne Hope dieu meme pre pou confiner,0
kot in Gangne sa dan 40ene ou dehor si dehor danger p enkore guete nu,0
Going down... hopefully stays low cases...maintain distance guys,0
Plein bangladeshi pe atane bis pou alle travay gramatin.. Tou normal..,0
Trop triste d'entendre cela. Que Dieu nous protège tous. Eu UDP 🙏🙏🙏🙏,0
1k DN bambous exactement kot sa,0
Cas La Ggne Zis Dan Asoire Sa ? 😇,0
Zis self employe Ki p asiz dans la caz,0
Sandea Tahaloo dan mahebourg bocu self employed p travail... Juska so Marchand du pain ek Marchand roti dal puri lor zot moto p tracer 👍,0
Deeraj Dk dans vacoas li pas kumsa,0
Sandea Tahaloo ici gamat dan village...,0
Ti bizin ferm par2 un peu jour completed sa virus,0
Nas Juroo fermer pas fermer zot pe sorti,0
Jagat pu dir 0 cas asoir,0
only god will finish this virus...,0
Albert Marie god mem en 40taine la 🤣🤣,0
Yannick Koylash tiouuu...pena to second,0
🤦‍♀️,0
"153k
Me ki zot leta de Sante PA p donne info couma en 2020.....p dir ki p gnn Cas me zot LA Sante couma ete.......",0
mentir c'est une plandémie gardez à l'esprit que le vaccin n'a pas été créé à cause de Covid 19 le vrai est que la pandémie a été créée pour le vaccin,0
Zafer la monté mem,0
"Ti Ted ki bondieu protège nous pays, li tout seul ena pouvoir reprendre sa virus la",0
Mette curfew pou fini sa virus la,0
We should learn to live with it like other countries sadly..,0
"Faudres ban mauricien la mort avec virus, lerla pou met lockdown general pour 15 jours bez sa kan zot pou commence mort 😆😆😆😆😆😆.tous les jours p gagne tous sa K virus la person pa p mort meme 😆😆😆😆😆😆😆😆😆😆😆",0
Coumadir du sucre p monter,0
153 cas la..pena ki p gueri ladans ek ki p retabli..,0
For some people lock down does not exist.they keep going out.,0
"Zafrla p res monter mem, Kan get dehor, kumadir in tir confinmnt, et lorla Ena company p force dimoune pu srtii vine travail par zt propre responsabilter sinn pa pu ggn wap sii zt pa fr vaccin swa lettre warning pu atn zt Apre lockdown ki Foss netz🤦‍♂️
Nu Paradis p prn difE 😞",0
Shivam Tii Malade net🤣🤣🤣,0
P alle couma dire c a prendre ou a laisser pfffff,0
"L'année dernière nu ti ggn award dans guerison, tt dimun ti p guerri Sa l'année ki deroule?!",0
Accès award lor cluster et contact tracing 😅😅😅,0
Anita bientot pou nepli ena place pou fer 40taine la 🤣,0
Sa award la mo penser l'inde ine fini pren... Nu guet en coup ki bane les autres award nu kav claim😎😎😎,0
Super sympa la petite soirée 👍,0
Samedi MRA payé ! 🍻,0
Gros billot sa,0
Et c reparti pou un tour,0
mo kroir nu mayé meme la ein,0
P ziss ggn cas b ni 1 dimoune pas guérit nanié aret couyone nou,0
Normal..ou trv ena confinement dan maurice la? Dimun p re circulé cuma arazE..chemin p mari blokE tou,0
Shaffeeq Nasroollah ki tn ale fer lor chemin toi 😂😂,0
Abdool Zainab sis mn al get chemin imP🤣,0
Concerning.. the island is a mess state.,0
Ferme frontier aret amen la mort ici.,0
"Kot sa ena lokdown???? 🤔
Dimun pe circule partu,",0
Region?,0
Call centers dans service essentiels sa? Par ki chemin in passer pour gagne WAP. Kifer pas p privilege Work From Home?,0
Jamais pou fini sa li pou re met sa confinement la sa fouff,0
Call Centers p gagne WAP mais planteurs ek distributeurs pas gagne droit,0
The news just said that we didn't had any new cases of corona.,0
3 Dan la communaute ou contact tracing,0
Tous les Jr mem dialogue couma dir Pena rol coumadir,0
Ki medicine pe done zot pas tane narien,0
Public pas pe respecter lock down,0
On est confinés bisous,0
😭,0
Vin Bissessur,0
Cot ou ete ou,0
153,0
HAR HAR Mahadev,0
Amen,0
Qi p ariver sa,0
Sa pe bien grimper,0
sa baisse pas mrrd,0
"D'après statistique, 10% ressort +ve après 7jours. C au moment ki fer 2eme test pcr. (Seki ine observer) De jour 1 (test -ve)à jour 7 (test +ve) transfert jour 1 en bus remplis de personnes (test effectué, résultat pas encore eu) partage de chambre pendant 2 nuits, jusqu'à que ministère soit d'accord de nous isoler une personne par chambre. (Personnes concernées 300) Allez fer des hypothèses",0
Veeru Ishika,0
H,0
Clara Marmarot,0
Shane Brian Suntah,0
Omg,0
Sous Solange Solange Solange,0
Melissa De Michel Suivre 😔,0
Allégra Friiquin Mone fini trouver 😒 toi qui en retard 😔,0
PA apel lock down mercy,0
Zub Ei Nah,0
War An Zu,0
Fuff,0
Avi Avissen,0
Fk knows who to believed.,0
Farr,0
Dans 153 personne pa p gueri,0
Prëtty Yësh bisarre parski l'année dernier ti ena guerisons lor guerison la 1 guerit pas encore tanD.. 🙄,0
Thierry Tabelle exact... which is which paconer,0
Good,0
Tou les jour ena 3 ka,0
Ced Therese,0
pas pou fini zame sa,0
Ki endroit,0
Har Chandrakant Tulsi Syea kot o meme la sa la,0
Mari bez sa,0
Anseline Anastajia,0
Khoart Blanc,0
Fouf pas facile!,0
Très triste pr notre petit île nous sommes en 2021 kan même. 😭😭😭😭,0
Dan place p finance ban fet initil coman la peche la sene pou fini lamer done dimoune dalo ec bassin sa ti kpav diminié problem,0
"Dessalement la enn véritable farce... monn gout sa delo la labas, li imbuvable... et a long terme li capav représente 1 risque pour la santé et pou bann utilisations ménagères.
2021 nou bann concitoyens mérite 1 accès convenable à delo sains et propre a la consommation!",0
Pena pou konpren mo dimane mo mem ki sanela vote sa bane dimoune incompétent la esski pa Inn l'ère pou azir ki li moris pareye ale konpren c ki Koné Koné c ki pas Koné bizin kumense ouvert lizié kouraze zil Rodrigues 🙏🏼🙏🏼🙏🏼❤️,0
Ça fait tout au moins une trentaine d'années que ce problème existe à Rodrigues aller comprendre!!!!!,0
"Boolaky Akilesh loool. La pluie pas tomber rodrigues? Manque reservoir et dam dans rodrigues, c pas la pluie ki pose probleme.",0
Boolaky Akilesh eoula d'après lord lapli tomber zis moris??? Lapli tomber gouvernement ki pa bon.. Dan ki ramass delo d'après ou??,0
Anabelle Begue oh kantiter la pluie tomber osi dow. Kot mwan ene fois dan 2 mois. Mo enan 9 bassins kot mwan 2 pou captage delo la pluie....ek le reste pou ko fami. Et nou culture rodriguais nou enan nou ti animaux...a cman kot mwan nou enan cabris....la nou p cmans nouri bef. Captage pa captage......nou enan droit a ene distribution delo decens dow anabelle. Kan mm tou pa tou les semaines mais tout les 15 jour vu ki tpu dimoune enan bassin. Vine rester allee tamarin bhai si ou pa dimane retourne ou mt lubin mo tire mo nom mo ser.,0
Haessler Albert et vrai mm nou nespece ine bez malediction...tou la pluie lorage zeclaire ale zis moris....nou ggn restant parfois...sinon nek le temps la couvert mais apres zero.,0
"Belineda Von-mally tpenser maurice la adir sak semaine la pluie tomber? Mone retourner presk fr 3 semaines la, zis 2 fois la pli ine tomber.",0
Haessler Albert oui b ale comprend cman ete ici osi ni ene gout penan. Fer chagrin.,0
"Belineda Von-mally b li normal soeur la. Si pena assez dam, reservoir, cmnt to lé ena delo? Si ene dimune cmnt ggne bonus li pile tou dans larak et lot la ena la banque pu economise sa meme bonus la, pas etonne toi ki ce dernier pu ena cash pu rouler janvier. 😉",0
Haessler Albert yep right. Mo mm mo p fer 3 bassins enkor....pa facile sa hein. Mo cne enan dimoune travail bon post travail enan zis ene ti bassin 1000L lor zot la case pou toilet salle de bain et kan sa fini nek ale demande kot zot belle fami nek pompe pou zot kamarad....zamais zot enan mille fois enan batement ki investi dan bassins. Eoula si pena delo cman pou lave fesse pou met batement.,0
Boolaky Akilesh sauf que Rodrigues pas servi Zis de l’eau la pluie ! Zot ena aussi système dessalement d’eau ! Prends renseignement avant causer.,0
Boudan Ceilia Peggie exactement,0
"Boolaky Akilesh met serye dow la pli pa tombé depi 30ans dans Rodrigue ki sa !!!! Infrastructure delo ki pa p pren en considération, si ena infrastructures, gestion delo pou faire mieux",0
"Laurence Dupavillon B si ena system desalination delo, b kot problem la eter, kifr pna delo, la mer in sec?🤔🤔",0
"Haessler Albert zis 2 fois in tomber dan 3 semain? To sire tn vin moris mem, to pan rat pays?",0
"Boolaky Akilesh dans region beau bassin rosehill en tout cas oui. 2 fois, allez max 3 fois dans 3 semaines.",0
"Haessler Albert mo pose tw 1 sel questions, ki reservoir so delo to servi?",0
"Haessler Albert beau bassin, r.hill pa v dire entire moris",0
"Boolaky Akilesh tne pose ene question si mti maurice, letemps repone toi ki lendroit, to repone bbrh pas entier moris. To p ggne so ou fré?",0
"Haessler Albert si to pa compren sarcasm, bien triste pu tw",0
"Boolaky Akilesh et en plus, tp vin fr debat ar rodriguais ki viv situation la au quotidien, kan to meme pas cone tout. Pena rol dans confinement?",0
"Haessler Albert kumandir moris zamais pan ggn problem delo, zis rodriguais kine pass ladans",0
"Boolaky Akilesh maurice ena delo courant. Rodrigues delo cav couler dans robinet 1 fois sak mois, voir 1 fois sak 2 mois. Akz saem rodriguais ena par 5-6 bassin cot li.
Maurice delo aret couler pu 1 jour, dimune desan lor chemin. Compare likes with likes larmée.",0
"Haessler Albert b bien simple, al pose la question ban seki in elu dan parlement pu represent Rodrigue, kifr tjr ena sa problem la",0
"Boolaky Akilesh lool. Pareil cmnt maurice ena politiciens ggne traka zis zot poche, lot coté la aussi ene ban ena zot prop agenda personnel. Mais bon, sanla bcu rodriguais pas pu vin dire toi. ;)",0
Haessler Albert sa mo dakor ar tw,0
Belineda Von-mally oui ek delo oussi choisir enfin mo ser pa deranz,0
Anabelle Begue pa facile. Nous p vivre dans dans ene île peptozor dinosor,0
"Moris entouré avec de l’eau gagne inondations 3/4 l’année nu ramas bezer r de l’eau tout longue l’année lorla Reservoire vide tous ministre dir la sécheresse dan pays la,Ici Mari développer pense ene coûte, aster zot la b la bougie rouge meme sa..",0
Sa problm delo la encor miser zot pu passer . Rodrig sorry kumarsh fer bassin ramas delo garde... moris dan dife kote delo parski moricien kanton ranze bel bel batiment ek bouss passage delo.,0
"Sa faire honte sa, nou in arrive en 2021, mo tane sa bane dimoune la, p dir zot ti gagne delo depi Janvier 1 fois, b matelots cmt ene dimoune pou vivre coumsa,.. Pna mot pou décrire sa, kalité lotirité ki ena la ba la, 2021 dimoune p gsgn delo 1 foi par mois et zot reste trankil mm, zot trouve sa normal, e prend compte bane rodriguais assez laisse dimoune traite zot cmt bane dernier des dernier dow, delo c'est la vie, delo c'est ou droit, avan change nom Airport /coltar semin etc.. distribution delo ki bizin gueter avant.. Si ti 2 foi par semaine... 1 foi par moi per honté",0
gouvernema p fat yen tram MEM RODRIGUES PENA DELO KOREK CA POUVI P ARANZE LA PISTE AVION DAN AGALEGA APRES ZOT DIR OU DEVLOPMA TON,0
"De lile maurice, mo bien solitaire ar zot,leau c la vie,vrement pas facile",0
Retourne moris rodrigues Anglais foutour banes fatras voleurs jouisseurs incompetants. Nou en 2021 Dimounes enkore p ramasse bezer. Pareil kouma ici. Metro beton mall ki pli important ki banes vrai besoins. Kan lahaut pou tire sa banes pouritures la ene fois pour toute,0
"Pani nai ba. Il
Pleut pas. Maurice va oci connaitre le meme sort en hiver car il n’a pas beaucoup plu cet eté. S’il aurait plus plu cela nous aurait plus plu😅",0
Qui mo pr dire zt met pressiont r lotorite nou meme Maurice nou Dan's dif Avec covid zone rouge vacin form si pr signer ou pas ena dimoune Pena manger heureusement ena bne activist qui lors terrain come Darren Aman Shakeel et autres,0
Mo rappel ki ti ena n ki ti dir pu pren delo la mer pu faire vine delo potable...si ou konai combien energie sa couT ek combien cash bizin...kot li la..,0
Ena beze 2021 p ancor ramass beze cas Ena Pu met train 🚂 sa zot pena cas 🤬🤬🤬,0
Qui faire faire dimoune puni pa done zt de leau coment zt pr baigner coment zt pr ale toilete et zt p souffert depuis longtemps pa faire miser zt bne humin qui zt pr boire...car leau c la vie,0
"tousa development extravagan p fr dan moris la,
ban government moricien pa ti kapav organize ene desalination plant dan Rodrigues???",0
Gerd Levantar desalination pa solition la li. Rodrig n ti zil kot ena bcp montagn ek ban valley alor bzin contrirr plis reservwar ek enpess sa delo la ale dan lamer. Desalination la tou dimoune malad ek sa,0
Sebastien Keylan Larcher exactement nu banne nap souterain ena delo dir zot lever al marse inper dan bois,0
"Gerd Levantar
Oh but there is one... And every year accorde par rodrigues millions ds budget pou regler prob delo.. Instance internationale sipa kombien million american dollar ine allouer pou projet ds but resoudre problem delo.. Problem la pas maurice.. Problem la.. Bne dimoune ki a la tet developement delo ds rodrigues.. Sa kantite kass rodrigues ine ggner pou sa problem.. Pas badiner pas narnier.. Zordi zot ti p bisin ggne delo crystal ki p couler 24/h ds robinet...",0
"Ste Marie Naikene sa zot pa pou fr sa nek dir ena trezor dan sipa ki montagn n ti m9ment to trouve traktopel, xklavaterr p kaC p fr semin pou zot ggn alle lor zot destination",0
Rebecca Larose well said. 👌💯,0
Sebastien Keylan Larcher,0
Rebecca Larose zot vol tout.,0
Government la bas la pas foutu range un la digue. Piouff,0
"Kan li pou re vine rodrigue li pou r kouyonne zot sa
Zot bisin prend n drome couvert li apendant li lor tyrollienne",0
"Met sa projet desalination ene fois.
Dubai mm banela servi dilo desalination.
Pa vine dire pna kass
Foss sa",0
Jacky Joking zistoire la en panne,0
Dja fer sa a Rodrigues.. mai enan probleme lor distribution.. politique gate partou..,0
ENE PROBLÈME DEPI L'ANNÉE 60 ZORDI 2021 10% ZOT PA ENKOR RECI RÉSOUDRE KI SERTI ÉNA ENE COMISER,0
Créateur Chanteur mo rappel ou ti déjà cause ça problème de l'eau là lors ene live l'année dernière,0
Marie Dorothy Lagaillard OUI PA PU KPV RÉSOUDRE 100% ME OMOIN FR ENE ZEFORT,0
Ministre delo ki p faire ? Gueter meme ?,0
Really big problem for fresh water,0
B L. D,0
2021 enkor ena sa qualité problème la,0
Plan de dessalement.. C ouuu???? 🤔 🤔 🤔 🤔,0
De l'eau de mer dessalement ???,0
Mohammed Akmez,0
Poor guys🤔🤔,0
"BANLA P DIR
RODRIK PA CONSERN NOU ASTER
RODRIK OTONOM
BEL PAVILLION OTONOMI LI ENA
ASTER KI NOU KAPAV FER",0
Abdool Carrim Yahya leurla otonom pa vedir independan sa boss pa rod rol,0
Ki fer p ti prend kas trésor ki ti ggnier la pou arrage bane dam ek réservoir pou aide population 🥲,0
Bne la fini manz li sa man ki kass tresor to p coser hahahahaha,0
Sean Khalifa zot voler mm sa banela 🤣🤣🤣,0
Elodie Legentil,0
Aurélie Relie pblem dan bne lendroi tousa,0
Elodie Legentil 🙄,0
Jeff Rey to p ggn problem delo??,0
Zoya Nowrung tout mo bassin sec 😭😭,0
Rodrig touletemp pou ramass sa bezé la akz nou ena n ban depité ek comisèrr ki rest admirab ek plis kontan zot conte la bank ki le pep. Toulé lané pou vine dir travay laterre plant ti piment ek plizirr enkr b pou fr sa bzin delo sa. Mo sirr et certain ki sa ban dirizan pay la pa mank delo kot zot sa. Astr twa leur election vini ale vote blok laguerr ek kmwad pou apres to ramass bezé. Mwa mo dir in lheur pou fr sanzment kot in ariV bzin avoy inpé zeness o pouvwar ek aret soutirr sa ban buverr disang la. Sel solition c sanzment,0
Sebastien Keylan Larcher o to osi to pu parmi sa banne candidat la.mo fit mo sabe touzour,0
Ste Marie Naikene 😂😂😂😂,0
Sebastien Keylan Larcher mo dakor ek toi,0
